Site,Survey,Interval,Species,Year,Total
Hudson_2B_7,1,4,INBU,B,1
Hudson_2B_7,1,4,BAWW,B,1
Hudson_2B_7,1,4,ACFL,B,1
Hudson_2B_7,1,4,FISP,B,1
Abercrombie_0B_E_AB,1,1,BHNU,B,1
Abercrombie_0B_E_AB,1,1,AMCR,B,1
Abercrombie_0B_E_AB,1,1,TUTI,B,1
Abercrombie_0B_E_AB,1,1,RHWO,B,1
Abercrombie_0B_E_AB,1,1,GCFL,B,1
Abercrombie_0B_E_AB,1,1,RBWO,B,1
Abercrombie_0B_E_AB,1,1,CACH,B,1
Abercrombie_0B_E_AB,1,2,TUTI,B,1
Abercrombie_0B_E_AB,1,2,PIWA,B,1
Abercrombie_0B_E_AB,1,2,NOCA,B,1
Abercrombie_0B_E_AB,1,2,CACH,B,1
Abercrombie_0B_E_AB,1,2,RBWO,B,1
Abercrombie_0B_E_AB,1,2,EABL,B,1
Abercrombie_0B_E_AB,1,2,AMCR,B,1
Abercrombie_0B_E_AB,1,2,DOWO,B,1
Abercrombie_0B_E_AB,1,2,BHNU,B,1
Abercrombie_0B_E_AB,1,3,EABL,B,1
Abercrombie_0B_E_AB,1,3,CACH,B,1
Abercrombie_0B_E_AB,1,3,PIWA,B,1
Abercrombie_0B_E_AB,1,3,TUTI,B,1
Abercrombie_0B_E_AB,1,3,AMCR,B,1
Abercrombie_0B_E_AB,1,3,EATO,B,1
Abercrombie_0B_E_AB,1,4,CACH,B,1
Abercrombie_0B_E_AB,1,4,EABL,B,1
Abercrombie_0B_E_AB,1,4,EATO,B,1
Abercrombie_0B_E_AB,1,4,PIWA,B,1
Abercrombie_0B_E_AB,1,4,BHNU,B,1
Abercrombie_0B_E_AB,1,4,NOCA,B,1
Abercrombie_0B_E_AB,1,4,TUTI,B,1
Abercrombie_0B_E_AB,1,4,BAWW,B,1
Abercrombie_0B_E_AB,1,4,DOWO,B,1
Honea_Path_0B_1,1,1,AMCR,B,1
Honea_Path_0B_1,1,1,CAWR,B,1
Honea_Path_0B_1,1,1,HAWO,B,1
Honea_Path_0B_1,1,1,MODO,B,1
Honea_Path_0B_1,1,1,FISP,B,1
Honea_Path_0B_1,1,1,NOCA,B,1
Honea_Path_0B_1,1,1,PIWA,B,1
Honea_Path_0B_1,1,1,BHCO,B,1
Honea_Path_0B_1,1,1,EABL,B,1
Honea_Path_0B_1,1,1,MODO,B,1
Honea_Path_0B_1,1,1,YBCH,B,1
Honea_Path_0B_1,1,1,YBCU,B,1
Honea_Path_0B_1,1,2,CAWR,B,1
Honea_Path_0B_1,1,2,AMCR,B,1
Honea_Path_0B_1,1,2,FISP,B,1
Honea_Path_0B_1,1,2,NOCA,B,1
Honea_Path_0B_1,1,2,EAWP,B,1
Honea_Path_0B_1,1,2,INBU,B,1
Honea_Path_0B_1,1,2,PIWA,B,1
Honea_Path_0B_1,1,2,EABL,B,1
Honea_Path_0B_1,1,2,CACH,B,1
Honea_Path_0B_1,1,2,MODO,B,1
Honea_Path_0B_1,1,2,BHNU,B,1
Honea_Path_0B_1,1,3,AMCR,B,1
Honea_Path_0B_1,1,3,CACH,B,1
Honea_Path_0B_1,1,3,CAWR,B,1
Honea_Path_0B_1,1,3,NOCA,B,1
Honea_Path_0B_1,1,3,INBU,B,1
Honea_Path_0B_1,1,3,FISP,B,1
Honea_Path_0B_1,1,3,EAWP,B,1
Honea_Path_0B_1,1,3,PIWA,B,1
Honea_Path_0B_1,1,3,BHNU,B,1
Honea_Path_0B_1,1,4,AMCR,B,1
Honea_Path_0B_1,1,4,BHNU,B,1
Honea_Path_0B_1,1,4,NOCA,B,1
Honea_Path_0B_1,1,4,CAWR,B,1
Honea_Path_0B_1,1,4,FISP,B,1
Honea_Path_0B_1,1,4,EAWP,B,1
Honea_Path_0B_1,1,4,GCFL,B,1
Honea_Path_0B_1,1,4,CACH,B,1
Honea_Path_0B_1,1,4,EABL,B,1
Honea_Path_0B_1,1,4,MODO,B,1
Honea_Path_0B_1,1,4,TUTI,B,1
Honea_Path_3B_1,1,1,CHSP,B,1
Honea_Path_3B_1,1,1,PIWA,B,1
Honea_Path_3B_1,1,1,NOCA,B,1
Honea_Path_3B_1,1,1,INBU,B,1
Honea_Path_3B_1,1,1,CAWR,B,1
Honea_Path_3B_1,1,1,AMCR,B,1
Honea_Path_3B_1,1,1,ACFL,B,1
Honea_Path_3B_1,1,1,BGGN,B,1
Honea_Path_3B_1,1,1,SUTA,B,1
Honea_Path_3B_1,1,2,PIWA,B,1
Honea_Path_3B_1,1,2,CAWR,B,1
Honea_Path_3B_1,1,2,CHSP,B,1
Honea_Path_3B_1,1,2,INBU,B,1
Honea_Path_3B_1,1,2,WEVI,B,1
Honea_Path_3B_1,1,2,TUTI,B,1
Honea_Path_3B_1,1,2,ACFL,B,1
Honea_Path_3B_1,1,2,BAWW,B,1
Honea_Path_3B_1,1,2,CACH,B,1
Honea_Path_3B_1,1,2,YBCU,B,1
Honea_Path_3B_1,1,3,CAWR,B,1
Honea_Path_3B_1,1,3,CACH,B,1
Honea_Path_3B_1,1,3,NOCA,B,1
Honea_Path_3B_1,1,3,WEVI,B,1
Honea_Path_3B_1,1,3,BAWW,B,1
Honea_Path_3B_1,1,3,SUTA,B,1
Honea_Path_3B_1,1,3,PIWA,B,1
Honea_Path_3B_1,1,3,YBCU,B,1
Honea_Path_3B_1,1,3,CAGO,B,1
Honea_Path_3B_1,1,3,CHSP,B,1
Honea_Path_3B_1,1,3,ACFL,B,1
Honea_Path_3B_1,1,3,WEVI,B,1
Honea_Path_3B_1,1,4,CAWR,B,1
Honea_Path_3B_1,1,4,AMCR,B,1
Honea_Path_3B_1,1,4,BLJA,B,1
Honea_Path_3B_1,1,4,PIWA,B,1
Honea_Path_3B_1,1,4,SUTA,B,1
Honea_Path_3B_1,1,4,CACH,B,1
Honea_Path_3B_1,1,4,NOCA,B,1
Honea_Path_3B_1,1,4,ACFL,B,1
Honea_Path_3B_1,1,4,MODO,B,1
Honea_Path_3B_1,1,4,CHSP,B,1
Honea_Path_3B_1,1,4,BGGN,B,1
Creswell_2B_10,1,1,NOMO,B,1
Creswell_2B_10,1,1,MODO,B,1
Creswell_2B_10,1,1,CACH,B,1
Creswell_2B_10,1,1,PIWA,B,1
Creswell_2B_10,1,1,RBWO,B,1
Creswell_2B_10,1,1,BHNU,B,1
Creswell_2B_10,1,1,DOWO,B,1
Creswell_2B_10,1,1,INBU,B,1
Creswell_2B_10,1,1,NOCA,B,1
Creswell_2B_10,1,2,NOMO,B,1
Creswell_2B_10,1,2,PIWA,B,1
Creswell_2B_10,1,2,INBU,B,1
Creswell_2B_10,1,2,RBWO,B,1
Creswell_2B_10,1,2,CACH,B,1
Creswell_2B_10,1,2,AMGO,B,1
Creswell_2B_10,1,2,NOCA,B,1
Creswell_2B_10,1,2,TUTI,B,1
Creswell_2B_10,1,3,RBWO,B,1
Creswell_2B_10,1,3,TUTI,B,1
Creswell_2B_10,1,3,NOMO,B,1
Creswell_2B_10,1,3,CACH,B,1
Creswell_2B_10,1,3,INBU,B,1
Creswell_2B_10,1,3,PIWA,B,1
Creswell_2B_10,1,3,MODO,B,1
Creswell_2B_10,1,3,AMGO,B,1
Creswell_2B_10,1,3,CAWR,B,1
Creswell_2B_10,1,3,BLJA,B,1
Creswell_2B_10,1,4,INBU,B,1
Creswell_2B_10,1,4,CAWR,B,1
Creswell_2B_10,1,4,BLJA,B,1
Creswell_2B_10,1,4,PIWA,B,1
Creswell_2B_10,1,4,NOCA,B,1
Creswell_2B_10,1,4,AMCR,B,1
Creswell_2B_10,1,4,MODO,B,1
Creswell_2B_10,1,4,CACH,B,1
Creswell_2B_10,1,4,RSHA,B,1
Creswell_2B_10,1,4,TUTI,B,1
Kemp_2B_5,1,1,GCFL,B,1
Kemp_2B_5,1,1,NOBO,B,1
Kemp_2B_5,1,1,PIWA,B,1
Kemp_2B_5,1,1,TUTI,B,1
Kemp_2B_5,1,1,CAWR,B,1
Kemp_2B_5,1,1,DOWO,B,1
Kemp_2B_5,1,1,AMGO,B,1
Kemp_2B_5,1,1,PRWA,B,1
Kemp_2B_5,1,1,AMCR,B,1
Kemp_2B_5,1,1,EATO,B,1
Kemp_2B_5,1,2,PIWA,B,1
Kemp_2B_5,1,2,EATO,B,1
Kemp_2B_5,1,2,INBU,B,1
Kemp_2B_5,1,2,GCFL,B,1
Kemp_2B_5,1,2,NOBO,B,1
Kemp_2B_5,1,2,EAWP,B,1
Kemp_2B_5,1,2,YBCU,B,1
Kemp_2B_5,1,2,AMCR,B,1
Kemp_2B_5,1,3,GCFL,B,1
Kemp_2B_5,1,3,AMCR,B,1
Kemp_2B_5,1,3,NOBO,B,1
Kemp_2B_5,1,3,INBU,B,1
Kemp_2B_5,1,3,PIWA,B,1
Kemp_2B_5,1,3,SUTA,B,1
Kemp_2B_5,1,3,BHNU,B,1
Kemp_2B_5,1,3,BLJA,B,1
Kemp_2B_5,1,3,CAWR,B,1
Kemp_2B_5,1,4,NOBO,B,1
Kemp_2B_5,1,4,RBWO,B,1
Kemp_2B_5,1,4,PRWA,B,1
Kemp_2B_5,1,4,INBU,B,1
Kemp_2B_5,1,4,PIWA,B,1
Kemp_2B_5,1,4,NOCA,B,1
Kemp_2B_5,1,4,GCFL,B,1
Kemp_2B_5,1,4,YBCU,B,1
Mathis_1B_6,1,1,PIWA,B,1
Mathis_1B_6,1,1,EATO,B,1
Mathis_1B_6,1,1,NOCA,B,1
Mathis_1B_6,1,1,BLJA,B,1
Mathis_1B_6,1,1,BGGN,B,1
Mathis_1B_6,1,1,YBCH,B,1
Mathis_1B_6,1,1,PRWA,B,1
Mathis_1B_6,1,1,AMCR,B,1
Mathis_1B_6,1,1,SUTA,B,1
Mathis_1B_6,1,2,NOCA,B,1
Mathis_1B_6,1,2,SUTA,B,1
Mathis_1B_6,1,2,EATO,B,1
Mathis_1B_6,1,2,YBCH,B,1
Mathis_1B_6,1,2,PIWA,B,1
Mathis_1B_6,1,2,BGGN,B,1
Mathis_1B_6,1,2,GRCA,B,1
Mathis_1B_6,1,2,BHCO,B,1
Mathis_1B_6,1,2,PRWA,B,1
Mathis_1B_6,1,3,BLJA,B,1
Mathis_1B_6,1,3,EATO,B,1
Mathis_1B_6,1,3,SUTA,B,1
Mathis_1B_6,1,3,PRWA,B,1
Mathis_1B_6,1,3,PIWA,B,1
Mathis_1B_6,1,3,CACH,B,1
Mathis_1B_6,1,3,YBCH,B,1
Mathis_1B_6,1,3,BGGN,B,1
Mathis_1B_6,1,3,WEVI,B,1
Mathis_1B_6,1,4,WEVI,B,1
Mathis_1B_6,1,4,SUTA,B,1
Mathis_1B_6,1,4,PIWA,B,1
Mathis_1B_6,1,4,RBWO,B,1
Mathis_1B_6,1,4,YBCH,B,1
Mathis_1B_6,1,4,BGGN,B,1
Mathis_1B_6,1,4,EATO,B,1
Mathis_1B_6,1,4,PRWA,B,1
Mathis_1B_6,1,4,NOCA,B,1
Mathis_1B_6,1,4,EAWP,B,1
Mathis_1B_6,1,4,INBU,B,1
Blease_3B_9,1,1,MODO,B,1
Blease_3B_9,1,1,EABL,B,1
Blease_3B_9,1,1,NOCA,B,1
Blease_3B_9,1,1,EATO,B,1
Blease_3B_9,1,1,INBU,B,1
Blease_3B_9,1,1,EAWP,B,1
Blease_3B_9,1,1,AMCR,B,1
Blease_3B_9,1,1,TUTI,B,1
Blease_3B_9,1,2,EATO,B,1
Blease_3B_9,1,2,EAWP,B,1
Blease_3B_9,1,2,INBU,B,1
Blease_3B_9,1,2,TUTI,B,1
Blease_3B_9,1,2,BLJA,B,1
Blease_3B_9,1,2,EABL,B,1
Blease_3B_9,1,2,NOCA,B,1
Blease_3B_9,1,2,AMCR,B,1
Blease_3B_9,1,2,CHSP,B,1
Blease_3B_9,1,3,EAWP,B,1
Blease_3B_9,1,3,NOCA,B,1
Blease_3B_9,1,3,EABL,B,1
Blease_3B_9,1,3,AMCR,B,1
Blease_3B_9,1,3,CHSP,B,1
Blease_3B_9,1,3,BAWW,B,1
Blease_3B_9,1,3,TUTI,B,1
Blease_3B_9,1,3,INBU,B,1
Blease_3B_9,1,3,MODO,B,1
Blease_3B_9,1,3,CAWR,B,1
Blease_3B_9,1,4,NOCA,B,1
Blease_3B_9,1,4,EAWP,B,1
Blease_3B_9,1,4,TUTI,B,1
Blease_3B_9,1,4,AMCR,B,1
Blease_3B_9,1,4,MODO,B,1
Blease_3B_9,1,4,CAWR,B,1
Blease_3B_9,1,4,CHSP,B,1
Blease_3B_9,1,4,BAWW,B,1
Blease_3B_9,1,4,EATO,B,1
Blease_3B_9,1,4,EABL,B,1
Creswell_0B_8,1,1,TUTI,B,1
Creswell_0B_8,1,1,MODO,B,1
Creswell_0B_8,1,1,CACH,B,1
Creswell_0B_8,1,1,RBWO,B,1
Creswell_0B_8,1,1,PIWA,B,1
Creswell_0B_8,1,1,PIWO,B,1
Creswell_0B_8,1,2,TUTI,B,1
Creswell_0B_8,1,2,PIWA,B,1
Creswell_0B_8,1,2,BRTH,B,1
Creswell_0B_8,1,2,CACH,B,1
Creswell_0B_8,1,2,RBWO,B,1
Creswell_0B_8,1,2,MODO,B,1
Creswell_0B_8,1,2,YBCU,B,1
Creswell_0B_8,1,2,CHSP,B,1
Creswell_0B_8,1,3,CACH,B,1
Creswell_0B_8,1,3,PIWA,B,1
Creswell_0B_8,1,3,BRTH,B,1
Creswell_0B_8,1,3,MODO,B,1
Creswell_0B_8,1,3,TUTI,B,1
Creswell_0B_8,1,3,RBWO,B,1
Creswell_0B_8,1,4,PIWA,B,1
Creswell_0B_8,1,4,CACH,B,1
Creswell_0B_8,1,4,BRTH,B,1
Creswell_0B_8,1,4,TUTI,B,1
Creswell_0B_8,1,4,RBWO,B,1
Creswell_0B_8,1,4,DOWO,B,1
Honea_Path_3B_3,1,1,PIWA,B,1
Honea_Path_3B_3,1,1,EATO,B,1
Honea_Path_3B_3,1,1,MODO,B,1
Honea_Path_3B_3,1,1,EAWP,B,1
Honea_Path_3B_3,1,1,BLJA,B,1
Honea_Path_3B_3,1,1,NOCA,B,1
Honea_Path_3B_3,1,1,CHSP,B,1
Honea_Path_3B_3,1,1,AMCR,B,1
Honea_Path_3B_3,1,1,INBU,B,1
Honea_Path_3B_3,1,2,CHSP,B,1
Honea_Path_3B_3,1,2,PIWA,B,1
Honea_Path_3B_3,1,2,EAWP,B,1
Honea_Path_3B_3,1,2,NOCA,B,1
Honea_Path_3B_3,1,2,INBU,B,1
Honea_Path_3B_3,1,2,MODO,B,1
Honea_Path_3B_3,1,2,EATO,B,1
Honea_Path_3B_3,1,2,AMCR,B,1
Honea_Path_3B_3,1,2,CAWR,B,1
Honea_Path_3B_3,1,3,EATO,B,1
Honea_Path_3B_3,1,3,NOCA,B,1
Honea_Path_3B_3,1,3,EAWP,B,1
Honea_Path_3B_3,1,3,CAWR,B,1
Honea_Path_3B_3,1,3,AMCR,B,1
Honea_Path_3B_3,1,3,CACH,B,1
Honea_Path_3B_3,1,3,BLJA,B,1
Honea_Path_3B_3,1,3,CHSP,B,1
Honea_Path_3B_3,1,3,RBWO,B,1
Honea_Path_3B_3,1,3,DOWO,B,1
Honea_Path_3B_3,1,3,RSHA,B,1
Honea_Path_3B_3,1,3,MODO,B,1
Honea_Path_3B_3,1,3,PIWA,B,1
Honea_Path_3B_3,1,3,INBU,B,1
Honea_Path_3B_3,1,4,MODO,B,1
Honea_Path_3B_3,1,4,RSHA,B,1
Honea_Path_3B_3,1,4,INBU,B,1
Honea_Path_3B_3,1,4,NOCA,B,1
Honea_Path_3B_3,1,4,EAWP,B,1
Honea_Path_3B_3,1,4,EATO,B,1
Honea_Path_3B_3,1,4,BLJA,B,1
Honea_Path_3B_3,1,4,TUTI,B,1
Honea_Path_3B_3,1,4,PIWA,B,1
Honea_Path_3B_3,1,4,SUTA,B,1
Abercrombie_1B_2,1,1,CAWR,B,1
Abercrombie_1B_2,1,1,EATO,B,1
Abercrombie_1B_2,1,1,PIWA,B,1
Abercrombie_1B_2,1,1,AMCR,B,1
Abercrombie_1B_2,1,1,BLJA,B,1
Abercrombie_1B_2,1,1,CACH,B,1
Abercrombie_1B_2,1,1,TUTI,B,1
Abercrombie_1B_2,1,2,CAWR,B,1
Abercrombie_1B_2,1,2,EATO,B,1
Abercrombie_1B_2,1,2,TUTI,B,1
Abercrombie_1B_2,1,2,AMCR,B,1
Abercrombie_1B_2,1,2,CACH,B,1
Abercrombie_1B_2,1,2,NOCA,B,1
Abercrombie_1B_2,1,2,MODO,B,1
Abercrombie_1B_2,1,3,NOCA,B,1
Abercrombie_1B_2,1,3,EATO,B,1
Abercrombie_1B_2,1,3,AMCR,B,1
Abercrombie_1B_2,1,3,TUTI,B,1
Abercrombie_1B_2,1,3,FISP,B,1
Abercrombie_1B_2,1,3,CHSP,B,1
Abercrombie_1B_2,1,3,CAWR,B,1
Abercrombie_1B_2,1,4,AMCR,B,1
Abercrombie_1B_2,1,4,CHSP,B,1
Abercrombie_1B_2,1,4,CAWR,B,1
Abercrombie_1B_2,1,4,TUTI,B,1
Abercrombie_1B_2,1,4,NOCA,B,1
Abercrombie_1B_2,1,4,EATO,B,1
Abercrombie_1B_2,1,4,EAWP,B,1
Hood_Creek_Rd_0B_7,1,1,OVEN,B,1
Hood_Creek_Rd_0B_7,1,1,CAWR,B,1
Hood_Creek_Rd_0B_7,1,1,SUTA,B,1
Hood_Creek_Rd_0B_7,1,1,BGGN,B,1
Hood_Creek_Rd_0B_7,1,1,HOWA,B,1
Hood_Creek_Rd_0B_7,1,1,AMCR,B,1
Hood_Creek_Rd_0B_7,1,1,MODO,B,1
Hood_Creek_Rd_0B_7,1,2,BGGN,B,1
Hood_Creek_Rd_0B_7,1,2,SUTA,B,1
Hood_Creek_Rd_0B_7,1,2,AMCR,B,1
Hood_Creek_Rd_0B_7,1,2,CAWR,B,1
Hood_Creek_Rd_0B_7,1,2,OVEN,B,1
Hood_Creek_Rd_0B_7,1,2,MODO,B,1
Hood_Creek_Rd_0B_7,1,2,PIWA,B,1
Hood_Creek_Rd_0B_7,1,2,HOWA,B,1
Hood_Creek_Rd_0B_7,1,2,EATO,B,1
Hood_Creek_Rd_0B_7,1,3,PIWA,B,1
Hood_Creek_Rd_0B_7,1,3,NOMO,B,1
Hood_Creek_Rd_0B_7,1,3,HOWA,B,1
Hood_Creek_Rd_0B_7,1,3,MODO,B,1
Hood_Creek_Rd_0B_7,1,3,AMCR,B,1
Hood_Creek_Rd_0B_7,1,3,OVEN,B,1
Hood_Creek_Rd_0B_7,1,3,SUTA,B,1
Hood_Creek_Rd_0B_7,1,3,EATO,B,1
Hood_Creek_Rd_0B_7,1,3,RBWO,B,1
Hood_Creek_Rd_0B_7,1,3,BGGN,B,1
Hood_Creek_Rd_0B_7,1,4,HOWA,B,1
Hood_Creek_Rd_0B_7,1,4,RBWO,B,1
Hood_Creek_Rd_0B_7,1,4,AMCR,B,1
Hood_Creek_Rd_0B_7,1,4,OVEN,B,1
Hood_Creek_Rd_0B_7,1,4,PIWA,B,1
Hood_Creek_Rd_0B_7,1,4,EATO,B,1
Hood_Creek_Rd_0B_7,1,4,MODO,B,1
Hood_Creek_Rd_0B_7,1,4,ACFL,B,1
Hood_Creek_Rd_0B_7,1,4,CAWR,B,1
Hood_Creek_Rd_0B_7,1,4,BGGN,B,1
Gosnell_0B_5B,1,1,OVEN,B,1
Gosnell_0B_5B,1,1,AMCR,B,1
Gosnell_0B_5B,1,1,SUTA,B,1
Gosnell_0B_5B,1,1,EATO,B,1
Gosnell_0B_5B,1,1,MODO,B,1
Gosnell_0B_5B,1,1,INBU,B,1
Gosnell_0B_5B,1,2,AMCR,B,1
Gosnell_0B_5B,1,2,EATO,B,1
Gosnell_0B_5B,1,2,INBU,B,1
Gosnell_0B_5B,1,2,SUTA,B,1
Gosnell_0B_5B,1,2,OVEN,B,1
Gosnell_0B_5B,1,2,MODO,B,1
Gosnell_0B_5B,1,2,TUTI,B,1
Gosnell_0B_5B,1,3,SUTA,B,1
Gosnell_0B_5B,1,3,AMCR,B,1
Gosnell_0B_5B,1,3,MODO,B,1
Gosnell_0B_5B,1,3,INBU,B,1
Gosnell_0B_5B,1,3,EATO,B,1
Gosnell_0B_5B,1,3,NOCA,B,1
Gosnell_0B_5B,1,3,TUTI,B,1
Gosnell_0B_5B,1,3,BLJA,B,1
Gosnell_0B_5B,1,4,SUTA,B,1
Gosnell_0B_5B,1,4,CACH,B,1
Gosnell_0B_5B,1,4,AMCR,B,1
Gosnell_0B_5B,1,4,MODO,B,1
Gosnell_0B_5B,1,4,EATO,B,1
Gosnell_0B_5B,1,4,INBU,B,1
Gosnell_0B_5B,1,4,DOWO,B,1
Gosnell_0B_5B,1,4,BLJA,B,1
Gosnell_0B_5B,1,4,OVEN,B,1
Kessler_3B_5B,1,1,EAWP,B,1
Kessler_3B_5B,1,1,NOBO,B,1
Kessler_3B_5B,1,1,MODO,B,1
Kessler_3B_5B,1,1,EATO,B,1
Kessler_3B_5B,1,1,PIWA,B,1
Kessler_3B_5B,1,1,AMCR,B,1
Kessler_3B_5B,1,1,SUTA,B,1
Kessler_3B_5B,1,1,CACH,B,1
Kessler_3B_5B,1,1,NOCA,B,1
Kessler_3B_5B,1,1,PRWA,B,1
Kessler_3B_5B,1,2,PIWA,B,1
Kessler_3B_5B,1,2,RSHA,B,1
Kessler_3B_5B,1,2,NOBO,B,1
Kessler_3B_5B,1,2,SUTA,B,1
Kessler_3B_5B,1,2,RHWO,B,1
Kessler_3B_5B,1,2,MODO,B,1
Kessler_3B_5B,1,2,TUTI,B,1
Kessler_3B_5B,1,2,EATO,B,1
Kessler_3B_5B,1,2,AMCR,B,1
Kessler_3B_5B,1,2,NOCA,B,1
Kessler_3B_5B,1,2,REVI,B,1
Kessler_3B_5B,1,3,SUTA,B,1
Kessler_3B_5B,1,3,PIWA,B,1
Kessler_3B_5B,1,3,NOBO,B,1
Kessler_3B_5B,1,3,NOCA,B,1
Kessler_3B_5B,1,3,AMCR,B,1
Kessler_3B_5B,1,3,EATO,B,1
Kessler_3B_5B,1,3,CACH,B,1
Kessler_3B_5B,1,3,MODO,B,1
Kessler_3B_5B,1,3,EABL,B,1
Kessler_3B_5B,1,3,CHSP,B,1
Kessler_3B_5B,1,4,MODO,B,1
Kessler_3B_5B,1,4,NOBO,B,1
Kessler_3B_5B,1,4,SUTA,B,1
Kessler_3B_5B,1,4,AMCR,B,1
Kessler_3B_5B,1,4,PIWA,B,1
Kessler_3B_5B,1,4,CACH,B,1
Kessler_3B_5B,1,4,NOCA,B,1
Kessler_3B_5B,1,4,EAWP,B,1
Kessler_3B_5B,1,4,YBCU,B,1
Kessler_3B_5B,1,4,RHWO,B,1
Shealy_0B_4,1,1,CAWR,B,1
Shealy_0B_4,1,1,PIWA,B,1
Shealy_0B_4,1,1,EATO,B,1
Shealy_0B_4,1,1,BAWW,B,1
Shealy_0B_4,1,1,AMCR,B,1
Shealy_0B_4,1,1,NOCA,B,1
Shealy_0B_4,1,1,BLJA,B,1
Shealy_0B_4,1,2,CAWR,B,1
Shealy_0B_4,1,2,PIWA,B,1
Shealy_0B_4,1,2,EATO,B,1
Shealy_0B_4,1,2,AMGO,B,1
Shealy_0B_4,1,3,AMGO,B,1
Shealy_0B_4,1,3,CAWR,B,1
Shealy_0B_4,1,3,FISP,B,1
Shealy_0B_4,1,3,AMCR,B,1
Shealy_0B_4,1,3,WEVI,B,1
Shealy_0B_4,1,3,RBWO,B,1
Shealy_0B_4,1,3,PIWA,B,1
Shealy_0B_4,1,4,EATO,B,1
Shealy_0B_4,1,4,PIWA,B,1
Shealy_0B_4,1,4,REVI,B,1
Shealy_0B_4,1,4,FISP,B,1
Shealy_0B_4,1,4,TUTI,B,1
Shealy_0B_4,1,4,NOCA,B,1
Battlewood_1B_8,1,1,INBU,B,1
Battlewood_1B_8,1,1,ACFL,B,1
Battlewood_1B_8,1,1,AMCR,B,1
Battlewood_1B_8,1,1,PIWA,B,1
Battlewood_1B_8,1,1,OVEN,B,1
Battlewood_1B_8,1,1,MODO,B,1
Battlewood_1B_8,1,1,CACH,B,1
Battlewood_1B_8,1,1,EAWP,B,1
Battlewood_1B_8,1,1,EATO,B,1
Battlewood_1B_8,1,2,AMCR,B,1
Battlewood_1B_8,1,2,CACH,B,1
Battlewood_1B_8,1,2,EATO,B,1
Battlewood_1B_8,1,2,PIWA,B,1
Battlewood_1B_8,1,2,EAWP,B,1
Battlewood_1B_8,1,2,OVEN,B,1
Battlewood_1B_8,1,2,ACFL,B,1
Battlewood_1B_8,1,2,INBU,B,1
Battlewood_1B_8,1,2,NOCA,B,1
Battlewood_1B_8,1,3,AMCR,B,1
Battlewood_1B_8,1,3,NOCA,B,1
Battlewood_1B_8,1,3,EAWP,B,1
Battlewood_1B_8,1,3,PIWA,B,1
Battlewood_1B_8,1,3,ACFL,B,1
Battlewood_1B_8,1,3,DOWO,B,1
Battlewood_1B_8,1,3,OVEN,B,1
Battlewood_1B_8,1,3,INBU,B,1
Battlewood_1B_8,1,3,CACH,B,1
Battlewood_1B_8,1,3,TUTI,B,1
Battlewood_1B_8,1,4,AMCR,B,1
Battlewood_1B_8,1,4,NOCA,B,1
Battlewood_1B_8,1,4,ACFL,B,1
Battlewood_1B_8,1,4,PIWA,B,1
Battlewood_1B_8,1,4,OVEN,B,1
Battlewood_1B_8,1,4,TUTI,B,1
Battlewood_1B_8,1,4,BAWW,B,1
Battlewood_1B_8,1,4,RHWO,B,1
Battlewood_1B_8,1,4,DOWO,B,1
Battlewood_1B_8,1,4,EAWP,B,1
Battlewood_1B_8,1,4,EABL,B,1
Battlewood_1B_8,1,4,BHNU,B,1
Suggs_0B_E_S,2,1,NOCA,B,1
Suggs_0B_E_S,2,1,FISP,B,1
Suggs_0B_E_S,2,1,WOTH,B,1
Suggs_0B_E_S,2,1,AMCR,B,1
Suggs_0B_E_S,2,1,CHSP,B,1
Suggs_0B_E_S,2,1,EAWP,B,1
Suggs_0B_E_S,2,1,BAWW,B,1
Suggs_0B_E_S,2,1,EATO,B,1
Suggs_0B_E_S,2,1,YBCH,B,1
Suggs_0B_E_S,2,1,CACH,B,1
Suggs_0B_E_S,2,1,BHNU,B,1
Suggs_0B_E_S,2,1,MODO,B,1
Suggs_0B_E_S,2,1,PIWO,B,1
Suggs_0B_E_S,2,1,RBWO,B,1
Suggs_0B_E_S,2,1,PIWA,B,1
Suggs_0B_E_S,2,1,CAWR,B,1
Suggs_0B_E_S,2,2,WOTH,B,1
Suggs_0B_E_S,2,2,BHNU,B,1
Suggs_0B_E_S,2,2,EAWP,B,1
Suggs_0B_E_S,2,2,CAWR,B,1
Suggs_0B_E_S,2,2,AMCR,B,1
Suggs_0B_E_S,2,2,CHSP,B,1
Suggs_0B_E_S,2,2,NOCA,B,1
Suggs_0B_E_S,2,2,PIWA,B,1
Suggs_0B_E_S,2,2,YBCH,B,1
Suggs_0B_E_S,2,2,INBU,B,1
Suggs_0B_E_S,2,2,TUTI,B,1
Suggs_0B_E_S,2,3,EAWP,B,1
Suggs_0B_E_S,2,3,PIWA,B,1
Suggs_0B_E_S,2,3,INBU,B,1
Suggs_0B_E_S,2,3,EATO,B,1
Suggs_0B_E_S,2,3,NOCA,B,1
Suggs_0B_E_S,2,3,MODO,B,1
Suggs_0B_E_S,2,3,WOTH,B,1
Suggs_0B_E_S,2,3,AMCR,B,1
Suggs_0B_E_S,2,3,BHNU,B,1
Suggs_0B_E_S,2,3,CAWR,B,1
Suggs_0B_E_S,2,3,AMGO,B,1
Suggs_0B_E_S,2,3,TUTI,B,1
Suggs_0B_E_S,2,3,CHSP,B,1
Suggs_0B_E_S,2,3,YBCH,B,1
